shot_type,made_shot,shot_value,coordinate_x,coordinate_y,shooting_team,home_score,away_score,qtr,quarter_seconds_remaining,game_seconds_remaining,distance,shot_group,shooting_team_encoded,shot_type_encoded,shot_group_encoded
Free Throw - 1 of 2,True,1,-214748365,-214748365,Los Angeles,40,44,3,535,1135,303700050.28044766,Free Throw,6,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,Los Angeles,40,45,3,535,1135,303700050.28044766,Free Throw,6,18,1
Jump Shot,False,0,-16,20,Chicago,40,45,3,513,1113,25.612496949731394,Jump Shot,1,34,3
Turnaround Fade Away Jump Shot,True,2,9,3,Los Angeles,40,47,3,499,1099,9.486832980505138,Jump Shot,6,54,3
Jump Shot,True,3,-10,22,Chicago,43,47,3,485,1085,24.166091947189145,Jump Shot,1,34,3
Layup Shot,False,0,1,0,Chicago,43,47,3,472,1072,1.0,Layup,1,38,4
Driving Layup Shot,False,0,0,1,Los Angeles,43,47,3,460,1060,1.0,Layup,6,10,4
Driving Floating Bank Jump Shot,True,2,-3,4,Chicago,45,47,3,444,1044,5.0,,1,6,7
Free Throw - 1 of 2,True,1,-214748365,-214748365,Los Angeles,45,48,3,431,1031,303700050.28044766,Free Throw,6,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,Los Angeles,45,49,3,431,1031,303700050.28044766,Free Throw,6,18,1
Pullup Jump Shot,True,2,-13,15,Chicago,47,49,3,421,1021,19.849433241279208,Jump Shot,1,42,3
Jump Shot,True,3,-1,24,Chicago,50,49,3,400,1000,24.020824298928627,Jump Shot,1,34,3
Turnaround Fade Away Jump Shot,False,0,5,3,Los Angeles,50,49,3,381,981,5.830951894845301,Jump Shot,6,54,3
Free Throw - 1 of 2,True,1,-214748365,-214748365,Los Angeles,50,50,3,381,981,303700050.28044766,Free Throw,6,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,Los Angeles,50,51,3,381,981,303700050.28044766,Free Throw,6,18,1
Turnaround Jump Shot,True,2,7,0,Chicago,52,51,3,368,968,7.0,Jump Shot,1,57,3
Running Jump Shot,True,2,2,0,Chicago,54,51,3,357,957,2.0,,1,47,7
Free Throw - 1 of 1,True,1,-214748365,-214748365,Chicago,55,51,3,357,957,303700050.28044766,Free Throw,1,15,1
Layup Shot,True,2,2,0,Chicago,57,51,3,310,910,2.0,Layup,1,38,4
Free Throw - 1 of 1,False,0,-214748365,-214748365,Chicago,57,51,3,310,910,303700050.28044766,Free Throw,1,15,1
Free Throw - 1 of 2,True,1,-214748365,-214748365,Los Angeles,57,52,3,274,874,303700050.28044766,Free Throw,6,16,1
Free Throw - 2 of 2,False,0,-214748365,-214748365,Los Angeles,57,52,3,274,874,303700050.28044766,Free Throw,6,18,1
Pullup Jump Shot,True,2,0,15,Chicago,59,52,3,255,855,15.0,Jump Shot,1,42,3
Jump Shot,True,3,-22,-1,Los Angeles,59,55,3,236,836,22.02271554554524,Jump Shot,6,34,3
Pullup Jump Shot,False,0,0,10,Los Angeles,59,55,3,192,792,10.0,Jump Shot,6,42,3
Layup Driving Reverse,True,2,0,0,Los Angeles,59,57,3,188,788,0.0,Layup,6,36,4
Jump Shot,True,3,19,14,Chicago,62,57,3,168,768,23.600847442411894,Jump Shot,1,34,3
Driving Floating Bank Jump Shot,True,2,-3,2,Los Angeles,62,59,3,158,758,3.605551275463989,,6,6,7
Jump Shot,True,3,-12,21,Los Angeles,62,62,3,134,734,24.186773244895647,Jump Shot,6,34,3
Jump Shot,False,0,3,6,Chicago,62,62,3,120,720,6.708203932499369,Jump Shot,1,34,3
Free Throw - 1 of 2,True,1,-214748365,-214748365,Los Angeles,62,63,3,112,712,303700050.28044766,Free Throw,6,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,Los Angeles,62,64,3,112,712,303700050.28044766,Free Throw,6,18,1
Free Throw - Technical,False,0,-214748365,-214748365,Los Angeles,62,64,3,83,683,303700050.28044766,Free Throw,6,29,1
Cutting Layup Shot,True,2,1,2,Los Angeles,62,66,3,76,676,2.23606797749979,Layup,6,3,4
Jump Shot,True,3,-13,26,Chicago,65,66,3,59,659,29.068883707497267,Jump Shot,1,34,3
Jump Shot,False,0,-15,19,Los Angeles,65,66,3,39,639,24.20743687382041,Jump Shot,6,34,3
Running Pullup Jump Shot,True,2,-8,14,Chicago,67,66,3,33,633,16.1245154965971,,1,49,7
Driving Floating Bank Jump Shot,True,2,5,4,Chicago,69,66,3,1,601,6.4031242374328485,,1,6,7
Driving Layup Shot,False,0,1,2,Los Angeles,69,66,4,583,583,2.23606797749979,Layup,6,10,4
Hook Shot,True,2,0,5,Los Angeles,69,68,4,577,577,5.0,Hook Shot,6,31,2
Pullup Jump Shot,False,0,-12,16,Chicago,69,68,4,560,560,20.0,Jump Shot,1,42,3
Jump Shot,False,0,-23,-1,Los Angeles,69,68,4,550,550,23.021728866442675,Jump Shot,6,34,3
Jump Shot,False,0,13,20,Chicago,69,68,4,530,530,23.853720883753127,Jump Shot,1,34,3
Turnaround Jump Shot,False,0,-10,21,Los Angeles,69,68,4,504,504,23.259406699226016,Jump Shot,6,57,3
Driving Layup Shot,True,2,0,1,Chicago,71,68,4,494,494,1.0,Layup,1,10,4
Jump Shot,False,0,23,10,Los Angeles,71,68,4,487,487,25.079872407968907,Jump Shot,6,34,3
Jump Shot,False,0,0,9,Chicago,71,68,4,475,475,9.0,Jump Shot,1,34,3
Turnaround Jump Shot,True,2,1,6,Los Angeles,71,70,4,465,465,6.082762530298219,Jump Shot,6,57,3
Layup Shot,True,2,-1,0,Chicago,73,70,4,454,454,1.0,Layup,1,38,4
Free Throw - 1 of 1,False,0,-214748365,-214748365,Chicago,73,70,4,454,454,303700050.28044766,Free Throw,1,15,1
Driving Layup Shot,False,0,0,2,Los Angeles,73,70,4,433,433,2.0,Layup,6,10,4
Pullup Jump Shot,False,0,7,14,Chicago,73,70,4,421,421,15.652475842498529,Jump Shot,1,42,3
Free Throw - 1 of 2,True,1,-214748365,-214748365,Los Angeles,73,71,4,415,415,303700050.28044766,Free Throw,6,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,Los Angeles,73,72,4,415,415,303700050.28044766,Free Throw,6,18,1
Cutting Layup Shot,True,2,0,1,Chicago,75,72,4,403,403,1.0,Layup,1,3,4
Jump Shot,False,0,23,2,Los Angeles,75,72,4,381,381,23.08679276123039,Jump Shot,6,34,3
Layup Shot Putback,True,2,0,0,Los Angeles,75,74,4,376,376,0.0,Layup,6,39,4
Jump Shot,False,0,-20,-1,Chicago,75,74,4,352,352,20.024984394500787,Jump Shot,1,34,3
Pullup Jump Shot,False,0,6,23,Chicago,75,74,4,347,347,23.769728648009426,Jump Shot,1,42,3
Jump Shot,False,0,-23,-1,Chicago,75,74,4,342,342,23.021728866442675,Jump Shot,1,34,3
Pullup Jump Shot,True,2,-11,16,Los Angeles,75,76,4,328,328,19.4164878389476,Jump Shot,6,42,3
Layup Shot,True,2,0,1,Chicago,77,76,4,314,314,1.0,Layup,1,38,4
Jump Shot,False,0,-3,27,Chicago,77,76,4,294,294,27.16615541441225,Jump Shot,1,34,3
Jump Shot,False,0,-1,19,Los Angeles,77,76,4,273,273,19.026297590440446,Jump Shot,6,34,3
Jump Shot,True,2,3,11,Chicago,79,76,4,265,265,11.40175425099138,Jump Shot,1,34,3
Turnaround Jump Shot,False,0,14,0,Los Angeles,79,76,4,238,238,14.0,Jump Shot,6,57,3
Step Back Jump Shot,True,2,5,11,Chicago,81,76,4,228,228,12.083045973594572,Jump Shot,1,51,3
Driving Floating Bank Jump Shot,True,2,5,3,Los Angeles,81,78,4,214,214,5.830951894845301,,6,6,7
Layup Shot,True,2,2,2,Los Angeles,81,80,4,194,194,2.8284271247461903,Layup,6,38,4
Driving Floating Jump Shot,False,0,13,3,Los Angeles,81,80,4,162,162,13.341664064126334,,6,7,7
Driving Floating Jump Shot,True,2,-1,6,Chicago,83,80,4,151,151,6.082762530298219,,1,7,7
Layup Shot,False,0,2,1,Chicago,83,80,4,112,112,2.23606797749979,Layup,1,38,4
Layup Shot,True,2,-1,0,Chicago,85,80,4,105,105,1.0,Layup,1,38,4
Fade Away Jump Shot,False,0,-14,1,Los Angeles,85,80,4,91,91,14.035668847618199,Jump Shot,6,12,3
Running Jump Shot,True,3,-15,19,Los Angeles,85,83,4,80,80,24.20743687382041,,6,47,7
Driving Floating Jump Shot,True,2,-1,7,Los Angeles,85,85,4,45,45,7.0710678118654755,,6,7,7
Layup Shot,True,2,-2,0,Chicago,87,85,4,24,24,2.0,Layup,1,38,4
Free Throw - 1 of 1,True,1,-214748365,-214748365,Chicago,88,85,4,6,6,303700050.28044766,Free Throw,1,15,1
Free Throw - 1 of 3,True,1,-214748365,-214748365,Los Angeles,88,86,4,1,1,303700050.28044766,Free Throw,6,17,1
Free Throw - 2 of 3,True,1,-214748365,-214748365,Los Angeles,88,87,4,1,1,303700050.28044766,Free Throw,6,19,1
Free Throw - 3 of 3,True,1,-214748365,-214748365,Los Angeles,88,88,4,1,1,303700050.28044766,Free Throw,6,20,1
Driving Layup Shot,True,2,-2,1,Los Angeles,88,90,5,280,280,2.23606797749979,Layup,6,10,4
Jump Shot,False,0,-23,-1,Chicago,88,90,5,256,256,23.021728866442675,Jump Shot,1,34,3
Running Jump Shot,False,0,1,5,Chicago,88,90,5,238,238,5.0990195135927845,,1,47,7
Driving Layup Shot,True,2,0,1,Chicago,90,90,5,198,198,1.0,Layup,1,10,4
Jump Shot,False,0,-16,-2,Los Angeles,90,90,5,180,180,16.1245154965971,Jump Shot,6,34,3
Running Layup Shot,True,2,2,0,Los Angeles,90,92,5,164,164,2.0,Layup,6,48,4
Jump Shot,False,0,0,25,Chicago,90,92,5,145,145,25.0,Jump Shot,1,34,3
Free Throw - 1 of 2,False,0,-214748365,-214748365,Chicago,90,92,5,137,137,303700050.28044766,Free Throw,1,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,Chicago,91,92,5,137,137,303700050.28044766,Free Throw,1,18,1
Jump Shot,False,0,-9,23,Chicago,91,92,5,98,98,24.698178070456937,Jump Shot,1,34,3
Driving Layup Shot,False,0,2,2,Los Angeles,91,92,5,74,74,2.8284271247461903,Layup,6,10,4
Layup Shot Putback,False,0,0,0,Los Angeles,91,92,5,69,69,0.0,Layup,6,39,4
Turnaround Jump Shot,True,2,1,10,Los Angeles,91,94,5,51,51,10.04987562112089,Jump Shot,6,57,3
Free Throw - 1 of 2,True,1,-214748365,-214748365,Los Angeles,91,95,5,37,37,303700050.28044766,Free Throw,6,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,Los Angeles,91,96,5,37,37,303700050.28044766,Free Throw,6,18,1
Free Throw - 1 of 2,True,1,-214748365,-214748365,Los Angeles,91,97,5,27,27,303700050.28044766,Free Throw,6,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,Los Angeles,91,98,5,27,27,303700050.28044766,Free Throw,6,18,1
Driving Finger Roll Layup,False,0,1,3,Phoenix,0,0,1,573,2373,3.1622776601683795,Layup,9,5,4
Layup Shot,True,2,0,0,Las Vegas,0,2,1,558,2358,0.0,Layup,5,38,4
Pullup Jump Shot,False,0,-1,26,Phoenix,0,2,1,550,2350,26.019223662515376,Jump Shot,9,42,3
Jump Shot,False,0,17,19,Las Vegas,0,2,1,534,2334,25.495097567963924,Jump Shot,5,34,3
Turnaround Fade Away Jump Shot,False,0,-4,3,Phoenix,0,2,1,516,2316,5.0,Jump Shot,9,54,3
Running Pullup Jump Shot,True,3,1,24,Las Vegas,0,5,1,508,2308,24.020824298928627,,5,49,7
Jump Shot,True,3,13,21,Phoenix,3,5,1,492,2292,24.698178070456937,Jump Shot,9,34,3
Layup Driving Reverse,False,0,0,1,Las Vegas,3,5,1,471,2271,1.0,Layup,5,36,4
Layup Shot Putback,True,2,0,2,Las Vegas,3,7,1,468,2268,2.0,Layup,5,39,4
Jump Shot,False,0,13,21,Phoenix,3,7,1,451,2251,24.698178070456937,Jump Shot,9,34,3
Pullup Jump Shot,True,2,-16,6,Las Vegas,3,9,1,444,2244,17.08800749063506,Jump Shot,5,42,3
Step Back Jump Shot,False,0,0,24,Phoenix,3,9,1,428,2228,24.0,Jump Shot,9,51,3
Step Back Jump Shot,False,0,-16,17,Phoenix,3,9,1,400,2200,23.345235059857504,Jump Shot,9,51,3
Cutting Layup Shot,True,2,0,1,Las Vegas,3,11,1,391,2191,1.0,Layup,5,3,4
Jump Shot,False,0,1,24,Phoenix,3,11,1,378,2178,24.020824298928627,Jump Shot,9,34,3
Fade Away Jump Shot,True,2,0,12,Las Vegas,3,13,1,362,2162,12.0,Jump Shot,5,12,3
Driving Layup Shot,True,2,0,1,Phoenix,5,13,1,347,2147,1.0,Layup,9,10,4
Cutting Layup Shot,True,2,0,1,Las Vegas,5,15,1,329,2129,1.0,Layup,5,3,4
Pullup Jump Shot,False,0,-8,19,Phoenix,5,15,1,316,2116,20.615528128088304,Jump Shot,9,42,3
Jump Shot,True,2,-11,1,Phoenix,7,15,1,313,2113,11.045361017187261,Jump Shot,9,34,3
Step Back Jump Shot,True,2,-16,2,Las Vegas,7,17,1,304,2104,16.1245154965971,Jump Shot,5,51,3
Jump Shot,False,0,2,16,Phoenix,7,17,1,288,2088,16.1245154965971,Jump Shot,9,34,3
Jump Shot,True,3,13,23,Las Vegas,7,20,1,281,2081,26.419689627245813,Jump Shot,5,34,3
Driving Hook Shot,True,2,3,6,Phoenix,9,20,1,243,2043,6.708203932499369,Hook Shot,9,8,2
Jump Shot,False,0,18,16,Las Vegas,9,20,1,233,2033,24.08318915758459,Jump Shot,5,34,3
Driving Layup Shot,True,2,0,0,Las Vegas,9,22,1,216,2016,0.0,Layup,5,10,4
Layup Shot,True,2,0,1,Phoenix,11,22,1,196,1996,1.0,Layup,9,38,4
Jump Shot,False,0,15,21,Las Vegas,11,22,1,175,1975,25.80697580112788,Jump Shot,5,34,3
Jump Shot,False,0,-4,12,Las Vegas,11,22,1,171,1971,12.649110640673518,Jump Shot,5,34,3
Running Pullup Jump Shot,True,2,0,12,Phoenix,13,22,1,163,1963,12.0,,9,49,7
Free Throw - 1 of 2,True,1,-214748365,-214748365,Phoenix,14,22,1,133,1933,303700050.28044766,Free Throw,9,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,Phoenix,15,22,1,133,1933,303700050.28044766,Free Throw,9,18,1
Running Layup Shot,False,0,9,4,Phoenix,15,22,1,111,1911,9.848857801796104,Layup,9,48,4
Driving Layup Shot,True,2,-2,1,Las Vegas,15,24,1,100,1900,2.23606797749979,Layup,5,10,4
Free Throw - 1 of 1,True,1,-214748365,-214748365,Las Vegas,15,25,1,100,1900,303700050.28044766,Free Throw,5,15,1
Driving Layup Shot,False,0,3,3,Phoenix,15,25,1,81,1881,4.242640687119285,Layup,9,10,4
Running Layup Shot,False,0,-2,4,Las Vegas,15,25,1,76,1876,4.47213595499958,Layup,5,48,4
Jump Shot,True,3,12,22,Las Vegas,15,28,1,71,1871,25.059928172283335,Jump Shot,5,34,3
Driving Hook Shot,False,0,1,4,Phoenix,15,28,1,53,1853,4.123105625617661,Hook Shot,9,8,2
Pullup Jump Shot,True,3,14,21,Las Vegas,15,31,1,38,1838,25.238858928247925,Jump Shot,5,42,3
Jump Shot,True,2,15,14,Phoenix,17,31,1,24,1824,20.518284528683193,Jump Shot,9,34,3
Jump Shot,False,0,-15,22,Las Vegas,17,31,1,3,1803,26.627053911388696,Jump Shot,5,34,3
Tip Shot,False,0,-1,1,Las Vegas,17,31,1,1,1801,1.4142135623730951,Tip Shot,5,52,6
Free Throw - 1 of 2,True,1,-214748365,-214748365,Las Vegas,17,32,2,589,1789,303700050.28044766,Free Throw,5,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,Las Vegas,17,33,2,589,1789,303700050.28044766,Free Throw,5,18,1
Jump Shot,False,0,7,1,Phoenix,17,33,2,564,1764,7.0710678118654755,Jump Shot,9,34,3
Driving Layup Shot,True,2,1,1,Las Vegas,17,35,2,548,1748,1.4142135623730951,Layup,5,10,4
Pullup Jump Shot,False,0,-1,3,Phoenix,17,35,2,535,1735,3.1622776601683795,Jump Shot,9,42,3
Driving Layup Shot,True,2,0,2,Las Vegas,17,37,2,531,1731,2.0,Layup,5,10,4
Jump Shot,False,0,23,0,Phoenix,17,37,2,512,1712,23.0,Jump Shot,9,34,3
Jump Shot,False,0,1,21,Las Vegas,17,37,2,502,1702,21.02379604162864,Jump Shot,5,34,3
Jump Shot,False,0,12,23,Phoenix,17,37,2,491,1691,25.942243542145693,Jump Shot,9,34,3
Free Throw - 1 of 2,True,1,-214748365,-214748365,Las Vegas,17,38,2,479,1679,303700050.28044766,Free Throw,5,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,Las Vegas,17,39,2,479,1679,303700050.28044766,Free Throw,5,18,1
Turnaround Hook Shot,False,0,1,2,Phoenix,17,39,2,467,1667,2.23606797749979,Hook Shot,9,56,2
Turnaround Jump Shot,False,0,1,15,Las Vegas,17,39,2,446,1646,15.033296378372908,Jump Shot,5,57,3
Driving Floating Bank Jump Shot,True,2,6,4,Phoenix,19,39,2,428,1628,7.211102550927978,,9,6,7
Free Throw - 1 of 1,True,1,-214748365,-214748365,Phoenix,20,39,2,428,1628,303700050.28044766,Free Throw,9,15,1
Step Back Jump Shot,False,0,9,22,Las Vegas,20,39,2,416,1616,23.769728648009426,Jump Shot,5,51,3
Free Throw - 1 of 2,True,1,-214748365,-214748365,Phoenix,21,39,2,403,1603,303700050.28044766,Free Throw,9,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,Phoenix,22,39,2,403,1603,303700050.28044766,Free Throw,9,18,1
Pullup Jump Shot,True,2,-13,17,Las Vegas,22,41,2,383,1583,21.400934559032695,Jump Shot,5,42,3
Jump Shot,True,3,-22,-2,Phoenix,25,41,2,369,1569,22.090722034374522,Jump Shot,9,34,3
Turnaround Jump Shot,False,0,3,7,Phoenix,25,41,2,348,1548,7.615773105863909,Jump Shot,9,57,3
Jump Shot,True,3,-2,26,Las Vegas,25,44,2,326,1526,26.076809620810597,Jump Shot,5,34,3
Pullup Jump Shot,False,0,-6,15,Phoenix,25,44,2,313,1513,16.15549442140351,Jump Shot,9,42,3
Pullup Jump Shot,False,0,11,13,Las Vegas,25,44,2,298,1498,17.029386365926403,Jump Shot,5,42,3
Jump Shot,False,0,-11,22,Phoenix,25,44,2,288,1488,24.596747752497688,Jump Shot,9,34,3
Cutting Layup Shot,True,2,1,0,Phoenix,27,44,2,260,1460,1.0,Layup,9,3,4
Driving Layup Shot,True,2,-1,1,Las Vegas,27,46,2,244,1444,1.4142135623730951,Layup,5,10,4
Pullup Jump Shot,True,2,8,9,Las Vegas,27,48,2,197,1397,12.041594578792296,Jump Shot,5,42,3
Driving Layup Shot,False,0,8,6,Phoenix,27,48,2,183,1383,10.0,Layup,9,10,4
Pullup Jump Shot,True,2,-16,13,Las Vegas,27,50,2,174,1374,20.615528128088304,Jump Shot,5,42,3
Jump Shot,False,0,-8,23,Phoenix,27,50,2,148,1348,24.351591323771842,Jump Shot,9,34,3
Step Back Jump Shot,True,3,23,6,Phoenix,30,50,2,115,1315,23.769728648009426,Jump Shot,9,51,3
Free Throw - 1 of 2,True,1,-214748365,-214748365,Las Vegas,30,51,2,100,1300,303700050.28044766,Free Throw,5,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,Las Vegas,30,52,2,100,1300,303700050.28044766,Free Throw,5,18,1
Driving Layup Shot,False,0,6,4,Phoenix,30,52,2,78,1278,7.211102550927978,Layup,9,10,4
Driving Floating Jump Shot,False,0,-2,12,Phoenix,30,52,2,69,1269,12.165525060596439,,9,7,7
Pullup Jump Shot,False,0,15,21,Las Vegas,30,52,2,59,1259,25.80697580112788,Jump Shot,5,42,3
Jump Shot,False,0,8,24,Phoenix,30,52,2,47,1247,25.298221281347036,Jump Shot,9,34,3
Running Layup Shot,True,2,1,1,Las Vegas,30,54,2,38,1238,1.4142135623730951,Layup,5,48,4
Driving Layup Shot,True,2,-1,1,Phoenix,32,54,2,23,1223,1.4142135623730951,Layup,9,10,4
Driving Floating Jump Shot,False,0,-9,5,Las Vegas,32,54,2,0,1200,10.295630140987,,5,7,7
Jump Shot,True,3,20,12,Las Vegas,32,57,3,585,1185,23.323807579381203,Jump Shot,5,34,3
Driving Layup Shot,False,0,4,2,Phoenix,32,57,3,570,1170,4.47213595499958,Layup,9,10,4
Free Throw - Technical,True,1,-214748365,-214748365,Las Vegas,32,58,3,570,1170,303700050.28044766,Free Throw,5,29,1
Free Throw - 1 of 2,True,1,-214748365,-214748365,Phoenix,33,58,3,552,1152,303700050.28044766,Free Throw,9,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,Phoenix,34,58,3,552,1152,303700050.28044766,Free Throw,9,18,1
Pullup Jump Shot,False,0,10,12,Las Vegas,34,58,3,539,1139,15.620499351813308,Jump Shot,5,42,3
Driving Layup Shot,False,0,-2,3,Phoenix,34,58,3,520,1120,3.605551275463989,Layup,9,10,4
Driving Hook Shot,False,0,1,1,Las Vegas,34,58,3,504,1104,1.4142135623730951,Hook Shot,5,8,2
Cutting Layup Shot,True,2,-1,3,Phoenix,36,58,3,493,1093,3.1622776601683795,Layup,9,3,4
Cutting Layup Shot,True,2,1,0,Las Vegas,36,60,3,480,1080,1.0,Layup,5,3,4
Free Throw - 1 of 1,True,1,-214748365,-214748365,Las Vegas,36,61,3,480,1080,303700050.28044766,Free Throw,5,15,1
Jump Shot,True,2,-8,20,Phoenix,38,61,3,471,1071,21.540659228538015,Jump Shot,9,34,3
Pullup Jump Shot,False,0,-8,20,Las Vegas,38,61,3,456,1056,21.540659228538015,Jump Shot,5,42,3
Driving Floating Jump Shot,True,2,6,4,Phoenix,40,61,3,443,1043,7.211102550927978,,9,7,7
Driving Layup Shot,True,2,2,1,Las Vegas,40,63,3,434,1034,2.23606797749979,Layup,5,10,4
Driving Layup Shot,True,2,1,1,Phoenix,42,63,3,423,1023,1.4142135623730951,Layup,9,10,4
Free Throw - 1 of 1,False,0,-214748365,-214748365,Phoenix,42,63,3,423,1023,303700050.28044766,Free Throw,9,15,1
Jump Shot,True,3,23,-4,Phoenix,45,63,3,413,1013,23.345235059857504,Jump Shot,9,34,3
Driving Layup Shot,True,2,-1,2,Phoenix,47,63,3,381,981,2.23606797749979,Layup,9,10,4
Step Back Jump Shot,True,2,7,5,Las Vegas,47,65,3,365,965,8.602325267042627,Jump Shot,5,51,3
Jump Shot,False,0,18,17,Phoenix,47,65,3,347,947,24.758836806279895,Jump Shot,9,34,3
Jump Shot,False,0,10,5,Las Vegas,47,65,3,333,933,11.180339887498949,Jump Shot,5,34,3
Free Throw - 1 of 2,True,1,-214748365,-214748365,Las Vegas,47,66,3,329,929,303700050.28044766,Free Throw,5,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,Las Vegas,47,67,3,329,929,303700050.28044766,Free Throw,5,18,1
Step Back Jump Shot,True,2,-13,7,Phoenix,49,67,3,316,916,14.7648230602334,Jump Shot,9,51,3
Free Throw - 1 of 2,True,1,-214748365,-214748365,Las Vegas,49,68,3,309,909,303700050.28044766,Free Throw,5,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,Las Vegas,49,69,3,309,909,303700050.28044766,Free Throw,5,18,1
Jump Shot,False,0,-1,25,Phoenix,49,69,3,299,899,25.019992006393608,Jump Shot,9,34,3
Layup Shot Putback,True,2,1,1,Phoenix,51,69,3,295,895,1.4142135623730951,Layup,9,39,4
Jump Shot,True,3,-5,24,Las Vegas,51,72,3,283,883,24.515301344262525,Jump Shot,5,34,3
Running Layup Shot,True,2,1,1,Las Vegas,51,74,3,266,866,1.4142135623730951,Layup,5,48,4
Step Back Jump Shot,True,2,-3,11,Phoenix,53,74,3,251,851,11.40175425099138,Jump Shot,9,51,3
Driving Layup Shot,True,2,0,1,Las Vegas,53,76,3,235,835,1.0,Layup,5,10,4
Free Throw - 1 of 2,True,1,-214748365,-214748365,Phoenix,54,76,3,197,797,303700050.28044766,Free Throw,9,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,Phoenix,55,76,3,197,797,303700050.28044766,Free Throw,9,18,1
Pullup Jump Shot,True,2,10,15,Las Vegas,55,78,3,175,775,18.027756377319946,Jump Shot,5,42,3
Jump Shot,False,0,22,0,Phoenix,55,78,3,156,756,22.0,Jump Shot,9,34,3
Running Layup Shot,True,2,1,1,Las Vegas,55,80,3,149,749,1.4142135623730951,Layup,5,48,4
Free Throw - 1 of 2,True,1,-214748365,-214748365,Phoenix,56,80,3,131,731,303700050.28044766,Free Throw,9,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,Phoenix,57,80,3,131,731,303700050.28044766,Free Throw,9,18,1
Driving Layup Shot,False,0,1,1,Las Vegas,57,80,3,118,718,1.4142135623730951,Layup,5,10,4
Jump Shot,True,3,24,4,Las Vegas,57,83,3,113,713,24.331050121192877,Jump Shot,5,34,3
Fade Away Jump Shot,False,0,6,0,Phoenix,57,83,3,94,694,6.0,Jump Shot,9,12,3
Turnaround Hook Shot,True,2,8,4,Las Vegas,57,85,3,82,682,8.94427190999916,Hook Shot,5,56,2
Pullup Jump Shot,False,0,-14,24,Phoenix,57,85,3,71,671,27.784887978899608,Jump Shot,9,42,3
Running Layup Shot,False,0,-1,2,Las Vegas,57,85,3,63,663,2.23606797749979,Layup,5,48,4
Cutting Layup Shot,True,2,1,1,Phoenix,59,85,3,46,646,1.4142135623730951,Layup,9,3,4
Free Throw - 1 of 2,False,0,-214748365,-214748365,Las Vegas,59,85,3,32,632,303700050.28044766,Free Throw,5,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,Las Vegas,59,86,3,32,632,303700050.28044766,Free Throw,5,18,1
Driving Floating Bank Jump Shot,True,2,-3,5,Phoenix,61,86,3,22,622,5.830951894845301,,9,6,7
Layup Running Reverse,True,2,1,1,Phoenix,63,86,3,1,601,1.4142135623730951,Layup,9,37,4
Cutting Layup Shot,False,0,0,3,Phoenix,63,86,4,590,590,3.0,Layup,9,3,4
Hook Shot,True,2,-9,9,Phoenix,65,86,4,585,585,12.727922061357855,Hook Shot,9,31,2
